"CSIScontractID","Unmodifiedmultipleorsingleawardidc","LastSignedLastDateToOrder","LastUltimateCompletionDate","LastCurrentCompletionDate","SumOfnumberOfActions","SumofObligatedAmount","SumOfbaseandexercisedoptionsvalue","Sumofbaseandalloptionsvalue","StartFiscal_Year","maxoffiscal_year","IsIDV","idvpiid","piid","ContractLabelID","hyphenatedIDVpiid","CSISidvpiidID","IsPerformanceBasedLogistics","ContractingAgencyID","ContractingOfficeID","FundingAgencyID","FundingOfficeID","TypeOfContractPricing","systemequipmentcode","statutoryexceptiontofairopportunity","extentcompeted","IsCostBased","IsFixedPrice","IsIncentive","contractactiontype","ObligatedAmount","MinOfEffectiveDate","MaxOfEffectiveDate","ChangeOrderObligatedAmount","ChangeOrderBaseAndExercisedOptionsValue","ChangeOrderBaseAndAllOptionsValue","NewWorkObligatedAmount","NewWorkBaseAndExercisedOptionsValue","NewWorkBaseAndAllOptionsValue","SumOfUnmodifiedobligatedAmount","SumOfUnmodifiedbaseandexercisedoptionsvalue","SumOfUnmodifiedbaseandalloptionsvalue","IsClosed","IsModified","IsTerminated","SumOfisChangeOrder","MaxOfisChangeOrder","SumOfisNewWork","MaxOfisNewWork","UnmodifiedCurrentCompletionDate","UnmodifiedUltimateCompletionDate","UnmodifiedLastDateToOrder","MajorCommandID","simplearea","isAnyRnD1to5","obligatedAmountRnD1to5","firstSignedDateRnD1to5","UnmodifiedRnD1to5","Indefinite.Delivery.Contract","multipleorsingleawardidc","addmultipleorsingawardidc","AwardOrIDVcontractactiontype","UnmodifiedNumberOfOffersReceived","UnmodifiedIsFullAndOpen","UnmodifiedIsSomeCompetition","UnmodifiedIsOnlyOneSource","UnmodifiedIsFollowonToCompetedAction","Unmodifiedaddmultipleorsingawardidc","UnmodifiedAwardOrIDVcontractactiontype","NumberOfOffersReceived","IsFullAndOpen","IsSomeCompetition","ObligatedAmountIsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","MultipleOrSingleAwardIDC","AddMultipleOrSingleAwardIDC","AwardOrIDVcontractActionType"
19371044,"MULTIPLE AWARD",NA,"4/5/2012","4/5/2012",2,74993,74993,74993,2011,2011,1,"N6600109D0021","27",NA,NA,73560,NA,"1700","N66001",NA,NA,"U","0","FAIR","A",NA,FALSE,NA,NA,74993,"00:00.0","00:00.0",0,0,0,0,0,0,74993,74993,74993,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2944","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",2,0,1,NA,NA,1,"Indefinite Delivery Contract","2","0","1","74993.0000","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
10099996,"SINGLE AWARD",NA,"7/31/2009","7/31/2009",11,31372004,31524385,31524385,2008,2011,1,"FA875007D0185","4",NA,NA,298075,NA,"5700","FA8750",NA,NA,"U","0","","A",NA,FALSE,NA,NA,31372004,"00:00.0","00:00.0",0,0,0,3e+05,2221956,2221956,28013150,29302429,29302429,0,1,0,0,0,3,1,"00:00.0","00:00.0","","ORG-2825","R&D",1,31372004,"00:00.0",1,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,1,1,NA,NA,1,"Indefinite Delivery Contract","1","1","1","31372004.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
24817221,"MULTIPLE AWARD",NA,"3/22/2013","3/22/2013",6,5501485,5501485,5501485,2011,2013,1,"W912HN08D0031","EC01",NA,NA,133669,NA,"2100","W912DW",NA,NA,"J","0","FAIR","D",NA,TRUE,NA,NA,5501485,"00:00.0","00:00.0",0,0,0,20891,20891,20891,5480594,5480594,5480594,0,1,0,0,0,5,1,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",4,0,1,NA,NA,1,"Indefinite Delivery Contract","4","0","1","5501485.0000","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
24750955,"SINGLE AWARD",NA,"9/24/2013","9/24/2013",2,6842313.536,6842313.536,6842313.536,2011,2013,1,"W912BV09D1003","7",NA,NA,349523,NA,"2100","W912BV",NA,NA,"J","0","","D",NA,TRUE,NA,NA,6842313.536,"00:00.0","00:00.0",0,0,0,-512723.0938,-512723.0938,-512723.0938,7355036.63,7355036.63,7355036.63,0,1,0,0,0,1,1,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",9,0,1,NA,NA,1,"Indefinite Delivery Contract","9","0","1","6842313.5362","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
9125164,"SINGLE AWARD",NA,"12/28/2012","12/28/2012",25,207538815.2,207538815.2,207538815.2,2010,2012,1,"DAAB0700DE252","123",NA,NA,358802,NA,"2100","W91QUZ",NA,NA,"J","0","","A",NA,TRUE,NA,NA,207538815.2,"00:00.0","00:00.0",5421934.01,5421934.01,5421934.01,12837513,12837513,-15806750.7,6792708,6792708,35396473,0,1,0,2,1,4,1,"00:00.0","00:00.0","","ORG-2877","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",2,1,1,NA,NA,1,"Indefinite Delivery Contract","2","1","1","207538815.1500","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
8265433,NA,NA,"9/30/2011","9/30/2011",17,94032280.91,120560810.9,137620535.9,2009,2012,0,"","W912BU09C0008",NA,NA,23356,NA,"2100","W912BU",NA,NA,"J","0","","D",NA,TRUE,NA,NA,94032280.91,"00:00.0","00:00.0",11084166.45,11084166.45,11084166.45,50429659.06,34737064.06,34737064.06,14169175.58,56390300.57,73450025.57,0,1,0,2,1,9,1,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"2","0","1","94032280.9100","0","0","NULL","0","Definitive Contract"
8441473,NA,NA,"2/29/2012","2/29/2012",16,13668321.12,13668321.12,13668321.12,2009,2012,0,"","W912P809C0105",NA,NA,23356,NA,"2100","W912P8",NA,NA,"J","0","","A",NA,TRUE,NA,NA,13668321.12,"00:00.0","00:00.0",1737569.62,1737569.62,1737569.62,0,0,0,12309991,12309991,12309991,0,1,0,7,1,1,1,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"13","1","1","14277037.8075","NULL","NULL","NULL","0","Definitive Contract"
18109580,"MULTIPLE AWARD",NA,"2/28/2012","2/28/2012",1,2620412.6,2620412.6,2620412.6,2011,2011,1,"GS35F5847H","H9222211F0022",NA,NA,70251,NA,"97ZS","H92222",NA,NA,"J","0","FAIR","A",NA,TRUE,NA,NA,2620412.6,"00:00.0","00:00.0",0,0,0,0,0,0,2620412.6,2620412.6,2620412.6,0,0,0,0,0,0,0,"00:00.0","00:00.0","","","Products",0,NA,NA,0,NA,"MULTIPLE AWARD",0,"Federal Supply Schedule",1,0,1,NA,NA,0,"Federal Supply Schedule","1","0","1","2620412.6000","NULL","NULL","MULTIPLE AWARD","0","Federal Supply Schedule"
20588193,"MULTIPLE AWARD",NA,"1/20/2010","1/20/2010",1,2061412,2061412,2061412,2009,2009,1,"SPM10005D0421","25",NA,NA,367223,NA,"97AS","SPM100",NA,NA,"J","0","FAIR","D",NA,TRUE,NA,NA,2061412,"00:00.0","00:00.0",0,0,0,0,0,0,2061412,2061412,2061412,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2790","Products",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",31,0,1,NA,NA,1,"Indefinite Delivery Contract","31","0","1","2061412.0000","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
8488980,NA,NA,"11/30/2012","11/30/2012",4,16764412,16764412,16764412,2009,2012,0,"","W912QR09C0093",NA,NA,23356,NA,"2100","W912QR",NA,NA,"J","0","","A",NA,TRUE,NA,NA,16764412,"00:00.0","00:00.0",0,0,0,177412,177412,177412,16587000,16587000,16587000,0,1,0,0,0,2,1,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"8","1","1","16764412.0000","NULL","NULL","NULL","0","Definitive Contract"
24577986,"SINGLE AWARD",NA,"6/12/2013","6/12/2013",4,3371096,3371096,3371096,2011,2012,1,"W58RGZ07D0099","35",NA,NA,113124,NA,"5700","FA8625",NA,NA,"J","0","","A",NA,TRUE,NA,NA,3371096,"00:00.0","00:00.0",0,0,0,0,0,0,3371096,3371096,3371096,0,1,0,0,0,1,1,"00:00.0","00:00.0","","ORG-2825","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",4,1,1,NA,NA,1,"Indefinite Delivery Contract","4","1","1","3371096.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
3083909,NA,NA,"9/30/2012","9/30/2012",37,168373480,168373480,168373480,2008,2013,0,"","N0017308C2074",NA,NA,23356,NA,"1700","N00173",NA,NA,"U","0","","A",NA,FALSE,NA,NA,168373480,"00:00.0","00:00.0",2574599,14511885,14511885,0,0,0,27778538,153511595,153511595,0,1,0,8,1,0,0,"00:00.0","00:00.0","","ORG-2945","R&D",1,168373480,"00:00.0",1,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"3","1","1","168373480.0000","NULL","NULL","NULL","0","Definitive Contract"
19749569,"SINGLE AWARD",NA,"9/30/2009","9/30/2009",5,4446393,4446393,4446393,2008,2009,1,"SP010302A0002","8530",NA,NA,247902,NA,"97AS","",NA,NA,"J","0","","A",NA,TRUE,NA,NA,4446393,"00:00.0","00:00.0",0,0,0,4446393,4446393,4446393,0,0,0,0,1,0,0,0,4,1,"00:00.0","00:00.0","","ORG-2791","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",NA,1,1,NA,NA,1,"Indefinite Delivery Contract","NULL","1","1","4446393.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
24604165,"SINGLE AWARD",NA,"4/20/2013","4/20/2013",8,5313390.69,5684237,5684237,2007,2013,1,"W9113M06D0001","112",NA,NA,157732,NA,"2100","W9113M",NA,NA,"2","CAA","","D",NA,NA,NA,NA,5313390.69,"00:00.0","00:00.0",0,0,0,0,0,0,3e+05,382520,382520,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2871","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",9,0,1,NA,NA,1,"Indefinite Delivery Contract","9","0","1","5313390.6900","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
18501016,"MULTIPLE AWARD",NA,"4/30/2012","4/30/2012",153,7780816.53,7780816.53,7780816.53,2012,2012,1,"HTC71110DW004","9107",NA,NA,41747,NA,"9776","HTC711",NA,NA,"K","0","FAIR","A",NA,TRUE,NA,NA,7780816.53,"00:00.0","00:00.0",0,0,0,0,0,0,7780816.53,7780816.53,7780816.53,0,0,0,0,0,0,0,"00:00.0","00:00.0","","","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",9,0,1,NA,NA,1,"Indefinite Delivery Contract","9","0","1","7780816.5300","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
18199717,"MULTIPLE AWARD",NA,"7/31/2013","7/31/2013",27,341907050.3,341907050.3,341907050.3,2010,2013,1,"HC102808D2023","42",NA,NA,8521,NA,"97AK","HC1028",NA,NA,"U","0","FAIR","A",NA,FALSE,NA,NA,341907050.3,"00:00.0","00:00.0",0,0,0,202332061.6,232105983.7,22876910.23,67600224.43,67600224.43,219436751.9,0,1,0,0,0,10,1,"00:00.0","00:00.0","","","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",1,0,1,NA,NA,1,"Indefinite Delivery Contract","1","0","1","399439248.1100","NULL","NULL","MULTIPLE AWARD","NULL","NULL"
9310371,"SINGLE AWARD",NA,"10/31/2007","10/31/2007",2,90513,90513,90513,2007,2008,1,"DACW0303D0010","30",NA,NA,80687,NA,"2100","W9127S",NA,NA,"J","0","","A",NA,TRUE,NA,NA,90513,"00:00.0","00:00.0",-1,-1,-1,0,0,0,90514,90514,90514,0,1,0,1,1,0,0,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,1,1,NA,NA,1,"Indefinite Delivery Contract","1","1","1","90513.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
18629789,"SINGLE AWARD",NA,"11/30/2011","11/30/2011",57,322283092.3,322283092.3,322283092.3,2007,2011,1,"M6785407D5025","3",NA,NA,108241,NA,"1700","M67854",NA,NA,"","0","","A",NA,TRUE,NA,NA,322283092.3,"00:00.0","00:00.0",57570542.06,73063057.31,73063057.31,35023914,35023914,35023914,213887918,213887918,213887918,0,1,0,37,1,6,1,"00:00.0","00:00.0","","ORG-2943","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",10,1,1,NA,NA,1,"Indefinite Delivery Contract","10","1","1","322283092.3100","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
22704512,"SINGLE AWARD",NA,"12/24/2007","12/24/2007",1,50635,50635,50635,2007,2007,1,"SPM7MX07D7503","3",NA,NA,110544,NA,"97AS","SPM407",NA,NA,"K","0","","A",NA,TRUE,NA,NA,50635,"00:00.0","00:00.0",0,0,0,0,0,0,50635,50635,50635,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2787","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",2,1,1,NA,NA,1,"Indefinite Delivery Contract","2","1","1","50635.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
8517663,NA,NA,"12/2/2011","12/2/2011",15,46530614.32,46530614.32,46530614.32,2008,2011,0,"","W917BK08C0059",NA,NA,23356,NA,"2100","",NA,NA,"J","0","","A",NA,TRUE,NA,NA,46530614.32,"00:00.0","00:00.0",3546948.09,3546948.09,3546948.09,4521279.65,4521279.65,4521279.65,38462386.58,38462386.58,38462386.58,0,1,0,10,1,2,1,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"15","1","1","46530614.3200","NULL","NULL","NULL","0","Definitive Contract"
24930470,"SINGLE AWARD",NA,"12/18/2009","12/18/2009",7,62085080.1,62085080.1,62085080.1,2008,2010,1,"W91CRB05D0023","4",NA,NA,409724,NA,"2100","W91CRB",NA,NA,"Y","0","","A",NA,FALSE,NA,NA,62085080.1,"00:00.0","00:00.0",0,0,0,0,0,0,6e+07,6e+07,6e+07,0,1,0,1,1,0,0,"00:00.0","00:00.0","","ORG-2877","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",3,1,1,NA,NA,1,"Indefinite Delivery Contract","3","1","1","62085080.1000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
18499305,"MULTIPLE AWARD",NA,"12/31/2010","12/31/2010",2,1038270.41,1038270.41,1038270.41,2011,2011,1,"HTC71109D5004","623",NA,NA,23522,NA,"9776","HTC711",NA,NA,"J","0","FAIR","D",NA,TRUE,NA,NA,1038270.41,"00:00.0","00:00.0",0,0,0,0,0,0,1080018.41,1080018.41,1080018.41,0,1,0,0,0,0,0,"00:00.0","00:00.0","","","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",10,0,1,0,0,1,"Indefinite Delivery Contract","10","0","1","1038270.4100","0","0","MULTIPLE AWARD","1","Indefinite Delivery Contract"
8260739,NA,NA,"3/8/2010","3/8/2010",21,8024329,8024329,8024329,2008,2010,0,"","W9128F08C0030",NA,NA,23356,NA,"2100","W9128F",NA,NA,"J","0","","D",NA,TRUE,NA,NA,8024329,"00:00.0","00:00.0",70459,70459,70459,0,0,0,7953870,7953870,7953870,0,1,0,20,1,0,0,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"3","0","1","8024329.0000","NULL","NULL","NULL","0","Definitive Contract"
1323769,NA,NA,"12/10/2012","12/10/2012",2,120715,120715,120715,2012,2013,0,"","FA527012P0188",NA,NA,23356,NA,"5700","FA5270",NA,NA,"J","0","","F",NA,TRUE,NA,NA,120715,"00:00.0","00:00.0",0,0,0,0,0,0,120715,120715,120715,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2836","Products",0,NA,NA,0,NA,NA,0,"Purchase Order",NA,NA,NA,NA,NA,NA,NA,"4","0","1","120715.0000","NULL","NULL","NULL","0","Purchase Order"
24502548,"MULTIPLE AWARD",NA,"3/19/2012","3/19/2012",17,9837187.27,9837187.27,18567587.65,2009,2012,1,"W15P7T06DE407","17",NA,NA,327236,NA,"2100","W15P7T",NA,NA,"Y","0","FAIR","A",NA,FALSE,NA,NA,9837187.27,"00:00.0","00:00.0",0,0,0,727594.75,727594.75,727594.75,3500000,3500000,12230400.38,0,1,0,2,1,1,1,"00:00.0","00:00.0","","ORG-2877","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",4,0,1,NA,NA,1,"Indefinite Delivery Contract","4","0","1","9837187.2700","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
18199805,"MULTIPLE AWARD",NA,"10/31/2013","7/31/2013",46,167808204.9,167808204.9,179044313.5,2009,2013,1,"HC102808D2026","4",NA,NA,278981,NA,"97AK","HC1028",NA,NA,"","0","FAIR","A",NA,TRUE,NA,NA,167808204.9,"00:00.0","00:00.0",0,0,0,46613580.8,102110529.8,54563017.32,12751904,12751904,62566389,0,1,0,0,0,8,1,"00:00.0","00:00.0","","","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",3,0,1,NA,NA,1,"Indefinite Delivery Contract","3","0","1","167447611.3500","NULL","NULL","MULTIPLE AWARD","NULL","NULL"
20424604,"SINGLE AWARD",NA,"8/31/2009","8/31/2009",4,391342645.5,391342645.5,391342645.5,2007,2009,1,"SP060007D1007","B001",NA,NA,290740,NA,"97AS","SP0600",NA,NA,"K","0","","A",NA,TRUE,NA,NA,391342645.5,"00:00.0","00:00.0",0,0,0,14747274.5,14747274.5,14747274.5,354025588,354025588,354025588,0,1,0,0,0,1,1,"00:00.0","00:00.0","","ORG-2775","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",4,1,1,NA,NA,1,"Indefinite Delivery Contract","4","1","1","391342645.5000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
25044175,"SINGLE AWARD",NA,"7/5/2012","7/5/2012",31,19203589.63,22640774.99,22640774.99,2010,2013,1,"W91WAW08D0012","12",NA,NA,361274,NA,"2100","",NA,NA,"J","0","","A",NA,TRUE,NA,NA,19203589.63,"00:00.0","00:00.0",0,0,0,3272345.71,13433131.57,3468689.73,1026480,10404652.48,21121577.52,0,1,0,0,0,2,1,"00:00.0","00:00.0","","ORG-2877","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",6,1,1,NA,NA,1,"Indefinite Delivery Contract","6","1","1","19203589.6325","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
