"systemequipmentcode","CSIScontractID","SumOfnumberOfActions","SumofObligatedAmount","SumOfbaseandexercisedoptionsvalue","Sumofbaseandalloptionsvalue","StartFiscal_Year","maxoffiscal_year","IsIDV","idvpiid","piid","ContractLabelID","hyphenatedIDVpiid","CSISidvpiidID","IsPerformanceBasedLogistics","ContractingAgencyID","ContractingOfficeID","MajorCommandID","FundingAgencyID","FundingOfficeID","TypeOfContractPricing","systemequipmentcode2","statutoryexceptiontofairopportunity","extentcompeted","IsCostBased","IsFixedPrice","IsIncentive","contractactiontype","ObligatedAmount","MinOfEffectiveDate","MaxOfEffectiveDate","SumOfUnmodifiedobligatedAmount","SumOfUnmodifiedbaseandexercisedoptionsvalue","SumOfUnmodifiedbaseandalloptionsvalue","UnmodifiedNumberOfOffersReceived","IsClosed","IsModified","IsTerminated","SumOfisChangeOrder","MaxOfisChangeOrder","SumOfisNewWork","MaxOfisNewWork","LastSignedLastDateToOrder","LastUltimateCompletionDate","LastCurrentCompletionDate","ChangeOrderObligatedAmount","ChangeOrderBaseAndExercisedOptionsValue","ChangeOrderBaseAndAllOptionsValue","NewWorkObligatedAmount","NewWorkBaseAndExercisedOptionsValue","NewWorkBaseAndAllOptionsValue","IsFullAndOpen","IsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","numberofoffersreceived","multipleorsingleawardidc","AwardOrIDVcontractactiontype"
"198","18983244","1","760","0","0","2005","2005","1","N0060400A0033","88AA","NA","","309435","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","760","2005-04-01 00:00:00.0000000","2005-04-01 00:00:00.0000000","760","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-04-15","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","2962829","137","49197976","0","0","2003","2008","0","","N0002403C2307","NA","","23356","","1700","","NA","NA","NA","","","","A","NA","False","NA","NA","49197976","2003-08-01 00:00:00.0000000","2008-04-24 00:00:00.0000000","7667628","0","0","NA","0","1","0","0","0","54","1","NA","2008-07-15","2008-07-15","0","0","0","33287636","0","0",1,1,NA,NA,1,NA,"Definitive Contract"
"198","18984243","1","533","0","0","2005","2005","1","N0060405A0001","67AA","NA","","222792","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","533","2005-03-01 00:00:00.0000000","2005-03-01 00:00:00.0000000","533","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-15","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3047051","1","24549","0","0","2005","2005","0","","N0016405M0028","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","D","NA","True","NA","NA","24549","2004-10-08 00:00:00.0000000","2004-10-08 00:00:00.0000000","24549","0","0","1","0","0","0","0","0","0","0","NA","NA","2004-10-22","0","0","0","0","0","0",0,1,NA,NA,1,NA,"Purchase Order"
"198","18983430","1","1491","0","0","2005","2005","1","N0060400A0060","81AA","NA","","432523","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","1491","2005-03-22 00:00:00.0000000","2005-03-22 00:00:00.0000000","1491","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-22","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18982952","1","1318","0","0","2005","2005","1","N0060400A0004","19AA","NA","","26199","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","1318","2005-03-16 00:00:00.0000000","2005-03-16 00:00:00.0000000","1318","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-28","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","19433688","1","28872","0","0","2004","2004","1","N6883600D0011","8B4P","NA","","403414","","1700","BS670","NA","NA","NA","J","198","","A","NA","True","NA","NA","28872","2004-02-13 00:00:00.0000000","2004-02-13 00:00:00.0000000","28872","0","0","2","0","0","0","0","0","0","0","NA","NA","2004-03-11","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"301","19109203","1","43027","0","0","2004","2004","1","N6246798D1037","0136","NA","","159599","","1700","C2467","NA","NA","NA","J","301","","A","NA","True","NA","NA","43027","2004-01-23 00:00:00.0000000","2004-01-23 00:00:00.0000000","43027","0","0","1","0","0","0","0","0","0","0","NA","NA","2004-09-30","0","0","0","0","0","0",1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract"
"515","2934928","3","249956","249956","249956","2012","2012","0","","M6785412C0022","NA","","23356","","1700","M67854","NA","NA","NA","J","515","","A","NA","True","NA","NA","249956","2012-06-26 00:00:00.0000000","2012-09-06 00:00:00.0000000","250000","250000","250000","NA","0","1","0","0","0","1","1","NA","2013-02-13","2013-02-13","0","0","0","-44","-44","-44",1,1,NA,NA,4,NA,"Definitive Contract"
"198","18983181","1","788","0","0","2005","2005","1","N0060400A0033","0019","NA","","309435","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","788","2005-03-01 00:00:00.0000000","2005-03-01 00:00:00.0000000","788","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-15","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","3040006","2","7200","0","0","2004","2004","0","","N0014004P0106","NA","","23356","","1700","RA13A","NA","NA","NA","J","","","","NA","True","NA","NA","7200","2003-10-03 00:00:00.0000000","2003-10-03 00:00:00.0000000","0","0","0","NA","0","0","0","0","0","0","0","NA","NA","9999-09-09","0","0","0","0","0","0",1,1,NA,NA,15,NA,"Purchase Order"
"515","2931702","1","70000","0","0","2004","2004","0","","M6785404C0030","NA","","23356","","1700","F9999","NA","NA","NA","J","515","","D","NA","True","NA","NA","70000","2004-03-08 00:00:00.0000000","2004-03-08 00:00:00.0000000","70000","0","0","22","0","0","0","0","0","0","0","NA","NA","2004-09-08","0","0","0","0","0","0",0,1,NA,NA,22,NA,"Definitive Contract"
"198","18984180","105","344","0","0","2005","2005","1","N0060405A0001","20AA","NA","","222792","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","344","2005-03-01 00:00:00.0000000","2005-03-01 00:00:00.0000000","344","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-15","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","25008552","1","1376763.31","1376763.31","1376763.31","2008","2008","1","W91QUZ07D0011","FC03","NA","","351086","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","1376763.31","2008-08-05 00:00:00.0000000","2008-08-05 00:00:00.0000000","1376763.31","1376763.31","1376763.31","17","0","0","0","0","0","0","0","NA","2008-08-29","2008-08-29","0","0","0","0","0","0",1,1,NA,NA,17,"SINGLE AWARD","Indefinite Delivery Contract"
"198","19239817","1","46131","0","0","2004","2004","1","N6267001D0003","8B3C","NA","","410474","","1700","BS670","NA","NA","NA","J","198","","A","NA","True","NA","NA","46131","2004-01-31 00:00:00.0000000","2004-01-31 00:00:00.0000000","46131","0","0","2","0","0","0","0","0","0","0","NA","NA","2004-02-18","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"197","25022164","1","11447.07","11447.07","11447.07","2010","2010","1","W91QVN07A0019","0139","NA","","247884","","2100","W91QVN","NA","NA","NA","J","197","","A","NA","True","NA","NA","11447.07","2010-07-23 00:00:00.0000000","2010-07-23 00:00:00.0000000","11447.07","11447.07","11447.07","3","0","0","0","0","0","0","0","NA","2010-08-27","2010-08-27","0","0","0","0","0","0",1,1,NA,NA,3,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3050048","1","5485","0","0","2006","2006","0","","N0016406P0588","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","5485","2006-01-26 00:00:00.0000000","2006-01-26 00:00:00.0000000","5485","0","0","1","0","0","0","0","0","0","0","NA","NA","2006-02-14","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"180","3053088","1","2678","2678","2678","2007","2007","0","","N0016407P1112","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","2678","2007-05-09 00:00:00.0000000","2007-05-09 00:00:00.0000000","2678","2678","2678","0","0","0","0","0","0","0","0","NA","2007-05-16","2007-05-16","0","0","0","0","0","0",1,1,NA,NA,0,NA,"Purchase Order"
"374","18801863","53","43174429.6016","49877382","49877382","2010","2013","1","N0017804D4119","HR06","NA","","11553","","1700","N61331","NA","NA","NA","U","374","FAIR","A","NA","False","NA","NA","43174429.6016","2010-03-01 00:00:00.0000000","2013-09-27 00:00:00.0000000","50400","9436017","49877382","NA","0","1","0","0","0","0","0","NA","2016-05-31","2016-05-31","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Indefinite Delivery Contract"
"198","18820857","2","-88","0","0","2004","2004","1","N0018900D0042","002302","NA","","161514","","1700","RA10A","NA","NA","NA","J","198","","D","NA","True","NA","NA","-88","2003-11-18 00:00:00.0000000","2003-11-18 00:00:00.0000000","0","0","0","NA","0","1","0","1","1","0","0","NA","NA","2003-12-31","-88","0","0","0","0","0",0,1,NA,NA,6,"SINGLE AWARD","Indefinite Delivery Contract"
"180","17004105","1","3161","0","0","2005","2005","1","GS28F8021H","N0016405F5146","NA","","376194","","1700","N00164","NA","NA","NA","NO","180","","A","NA","","NA","NA","3161","2005-03-14 00:00:00.0000000","2005-03-14 00:00:00.0000000","3161","0","0","1","0","0","0","0","0","0","0","NA","NA","2005-04-18","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"198","18983138","1","1872","0","0","2005","2005","1","N0060400A0029","24AA","NA","","393416","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","1872","2005-03-11 00:00:00.0000000","2005-03-11 00:00:00.0000000","1872","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-11","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18983287","1","128","0","0","2005","2005","1","N0060400A0038","1020","NA","","321407","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","128","2005-02-16 00:00:00.0000000","2005-02-16 00:00:00.0000000","128","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-02-28","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3053503","2","2580","2580","2580","2007","2007","0","","N0016407P1592","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","2580","2007-07-19 00:00:00.0000000","2007-09-10 00:00:00.0000000","600","600","600","NA","0","1","0","0","0","1","1","NA","2007-11-10","2007-11-10","0","0","0","1980","1980","1980",1,1,NA,NA,2,NA,"Purchase Order"
"198","1422148","8","1249970","1249970","1249970","2012","2013","0","","FA865012C5301","NA","","23356","","5700","FA8650","NA","NA","NA","U","198","","A","NA","False","NA","NA","1249970","2011-12-05 00:00:00.0000000","2013-09-12 00:00:00.0000000","4e+05","1249970","1249970","NA","0","1","0","0","0","1","1","NA","2014-03-31","2014-03-31","0","0","0","0","0","0",1,1,NA,NA,4,NA,"Definitive Contract"
"180","3048863","2","7193","0","0","2005","2006","0","","N0016405P1784","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","7193","2005-08-11 00:00:00.0000000","2005-10-07 00:00:00.0000000","13701","0","0","NA","0","1","0","1","1","0","0","NA","NA","2005-12-31","-6508","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"198","18983078","1","1988","0","0","2005","2005","1","N0060400A0019","67AA","NA","","15742","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","1988","2005-03-16 00:00:00.0000000","2005-03-16 00:00:00.0000000","1988","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-31","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","2964183","236","72233161","100841441","101420643","2008","2013","0","","N0002408C2300","NA","","23356","","1700","","NA","NA","NA","R","180","","A","NA","False","NA","NA","72233161","2007-12-07 00:00:00.0000000","2012-12-22 00:00:00.0000000","8093232","8641493","62992052","NA","0","1","0","0","0","208","1","NA","2013-12-06","2013-08-13","0","0","0","58256146","77469930","32544808",1,1,NA,NA,2,NA,"Definitive Contract"
"515","16997343","2","932983","0","0","2003","2005","1","GS28F8014H","M6785403F0012","NA","","286349","","1700","","NA","NA","NA","NO","","","A","NA","","NA","NA","932983","2002-12-30 00:00:00.0000000","2005-01-24 00:00:00.0000000","936928","0","0","0","0","1","0","0","0","0","0","NA","NA","2005-01-31","0","0","0","0","0","0",0,1,NA,NA,0,"MULTIPLE AWARD","Federal Supply Schedule"
"180","3048093","1","14940","0","0","2005","2005","0","","N0016405P0844","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","14940","2005-04-13 00:00:00.0000000","2005-04-13 00:00:00.0000000","14940","0","0","1","0","0","0","0","0","0","0","NA","NA","2005-07-13","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"515","19407837","1","89808","0","0","2005","2005","1","N6833504D0008","UR02","NA","","49460","","1700","M67854","NA","NA","NA","U","515","","E","NA","False","NA","NA","89808","2004-12-17 00:00:00.0000000","2004-12-17 00:00:00.0000000","89808","0","0","1","0","0","0","0","0","0","0","NA","NA","2005-09-30","0","0","0","0","0","0",0,1,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","16671445","1","15219","0","0","2006","2006","1","GS24F0806A","N0016406F0234","NA","","319529","","1700","N00164","NA","NA","NA","NO","180","","A","NA","","NA","NA","15219","2006-04-03 00:00:00.0000000","2006-04-03 00:00:00.0000000","15219","0","0","1","0","0","0","0","0","0","0","NA","NA","2006-05-30","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"180","16563857","1","25411","25411","25411","2006","2006","1","GS20F6015H","N0016406F0498","NA","","282383","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","25411","2006-08-28 00:00:00.0000000","2006-08-28 00:00:00.0000000","25411","25411","25411","2","0","0","0","0","0","0","0","NA","2006-10-16","2006-10-16","0","0","0","0","0","0",0,1,NA,NA,2,"MULTIPLE AWARD","Federal Supply Schedule"
"180","3052169","1","10560","10560","10560","2007","2007","0","","N0016407P0119","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","10560","2006-11-01 00:00:00.0000000","2006-11-01 00:00:00.0000000","10560","10560","10560","0","0","0","0","0","0","0","0","NA","2006-12-06","2006-12-06","0","0","0","0","0","0",1,1,NA,NA,0,NA,"Purchase Order"
"180","3056998","1","6960","6960","6960","2009","2009","0","","N0016409P0730","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","6960","2009-05-20 00:00:00.0000000","2009-05-20 00:00:00.0000000","6960","6960","6960","3","0","0","0","0","0","0","0","NA","2009-05-27","2009-05-27","0","0","0","0","0","0",1,1,NA,NA,3,NA,"Purchase Order"
"515","18604401","1","12404","0","0","2006","2006","1","M0026304D0018","0080","NA","","10484","","1700","M00263","NA","NA","NA","J","515","","D","NA","True","NA","NA","12404","2006-03-15 00:00:00.0000000","2006-03-15 00:00:00.0000000","12404","0","0","13","0","0","0","0","0","0","0","NA","NA","2006-04-30","0","0","0","0","0","0",0,1,NA,NA,13,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18984223","1","430","0","0","2005","2005","1","N0060405A0001","46AA","NA","","222792","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","430","2005-03-01 00:00:00.0000000","2005-03-01 00:00:00.0000000","430","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-15","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18983224","1","15139","0","0","2005","2005","1","N0060400A0033","52AA","NA","","309435","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","15139","2005-03-31 00:00:00.0000000","2005-03-31 00:00:00.0000000","15139","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-31","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","17811474","1","18993","0","0","2006","2006","1","GS35F0645J","N0016406F0060","NA","","180325","","1700","N00164","NA","NA","NA","NO","180","","A","NA","","NA","NA","18993","2005-12-17 00:00:00.0000000","2005-12-17 00:00:00.0000000","18993","0","0","1","0","0","0","0","0","0","0","NA","NA","2006-01-06","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"516","10522681","1","3993.78","3993.78","3993.78","2008","2008","1","GS02F0004P","N6278908F0019","NA","","54796","","1700","N62789","NA","NA","NA","J","516","FAIR","A","NA","True","NA","NA","3993.78","2008-09-23 00:00:00.0000000","2008-09-23 00:00:00.0000000","3993.78","3993.78","3993.78","3","0","0","0","0","0","0","0","NA","2008-10-17","2008-10-17","0","0","0","0","0","0",0,1,NA,NA,3,"MULTIPLE AWARD","Federal Supply Schedule"
"198","18983367","31","2506","0","0","2005","2005","1","N0060400A0060","19AB","NA","","432523","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","2506","2005-04-28 00:00:00.0000000","2005-04-28 00:00:00.0000000","2506","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-04-28","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"197","18800395","68","4631736.84","113011292","123531906","2006","2011","1","N0017804D4012","EHP2","NA","","58046","","1700","N65540","NA","NA","NA","","197","FAIR","A","NA","False","NA","NA","4631736.84","2006-07-18 00:00:00.0000000","2011-03-30 00:00:00.0000000","260000","4358659","4816077","NA","0","1","0","0","0","0","0","NA","2010-11-30","2010-11-30","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Indefinite Delivery Contract"
"180","3050174","1","7238","0","0","2006","2006","0","","N0016406P0742","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","7238","2006-02-23 00:00:00.0000000","2006-02-23 00:00:00.0000000","7238","0","0","1","0","0","0","0","0","0","0","NA","NA","2006-04-28","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"180","16664057","2","9527.46","9527.46","9527.46","2009","2009","1","GS24F0066M","N0016409F0077","NA","","414464","","1700","N00164","NA","NA","NA","J","180","FAIR","A","NA","True","NA","NA","9527.46","2009-01-06 00:00:00.0000000","2009-02-24 00:00:00.0000000","9161.26","9161.26","9161.26","NA","0","1","0","0","0","0","0","NA","2009-04-02","2009-04-02","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"198","18982972","1","6829","0","0","2005","2005","1","N0060400A0019","03AB","NA","","15742","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","6829","2005-03-16 00:00:00.0000000","2005-03-16 00:00:00.0000000","6829","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-31","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","16080924","1","7056","0","0","2005","2005","1","GS14F0036K","N0016405F0178","NA","","130684","","1700","N00164","NA","NA","NA","NO","180","","A","NA","","NA","NA","7056","2005-09-30 00:00:00.0000000","2005-09-30 00:00:00.0000000","7056","0","0","1","0","0","0","0","0","0","0","NA","NA","2005-10-11","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"515","2931868","1","70000","0","0","2005","2005","0","","M6785405C0011","NA","","23356","","1700","M67854","NA","NA","NA","J","515","","D","NA","True","NA","NA","70000","2005-01-04 00:00:00.0000000","2005-01-04 00:00:00.0000000","70000","0","0","7","0","0","0","0","0","0","0","NA","NA","2005-06-04","0","0","0","0","0","0",0,1,NA,NA,7,NA,"Definitive Contract"
"180","12105556","3","93117.34","0","0","2006","2008","1","GS06F0044M","N0016406F0281","NA","","36547","","1700","N00164","NA","NA","NA","J","","FAIR","A","NA","True","NA","NA","93117.34","2006-05-08 00:00:00.0000000","2008-08-06 00:00:00.0000000","97899","0","0","NA","0","1","0","1","1","0","0","NA","2006-06-05","2006-06-05","-4781.66","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"198","18983161","1","3146","0","0","2005","2005","1","N0060400A0029","50AA","NA","","393416","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","3146","2005-03-16 00:00:00.0000000","2005-03-16 00:00:00.0000000","3146","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-28","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18982889","1","375","0","0","2005","2005","1","N0060400A0002","4011","NA","","302894","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","375","2005-02-01 00:00:00.0000000","2005-02-01 00:00:00.0000000","375","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-02-15","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","18779730","1","532250","0","0","2004","2004","1","N0016404D8908","0001","NA","","150842","","1700","BW17A","NA","NA","NA","J","180","","A","NA","True","NA","NA","532250","2004-08-19 00:00:00.0000000","2004-08-19 00:00:00.0000000","532250","0","0","2","0","0","0","0","0","0","0","NA","NA","2009-08-19","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18982909","1","415","0","0","2005","2005","1","N0060400A0002","50AA","NA","","302894","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","415","2005-03-16 00:00:00.0000000","2005-03-16 00:00:00.0000000","415","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-31","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
