"CSIScontractID","LastSignedLastDateToOrder","LastUltimateCompletionDate","LastCurrentCompletionDate","SumOfnumberOfActions","SumofObligatedAmount","SumOfbaseandexercisedoptionsvalue","Sumofbaseandalloptionsvalue","StartFiscal_Year","maxoffiscal_year","IsIDV","idvpiid","piid","ContractLabelID","hyphenatedIDVpiid","CSISidvpiidID","IsPerformanceBasedLogistics","ContractingAgencyID","ContractingOfficeID","FundingAgencyID","FundingOfficeID","TypeOfContractPricing","systemequipmentcode","statutoryexceptiontofairopportunity","extentcompeted","IsCostBased","IsFixedPrice","IsIncentive","contractactiontype","ObligatedAmount","MinOfEffectiveDate","MaxOfEffectiveDate","ChangeOrderObligatedAmount","ChangeOrderBaseAndExercisedOptionsValue","ChangeOrderBaseAndAllOptionsValue","NewWorkObligatedAmount","NewWorkBaseAndExercisedOptionsValue","NewWorkBaseAndAllOptionsValue","SumOfUnmodifiedobligatedAmount","SumOfUnmodifiedbaseandexercisedoptionsvalue","SumOfUnmodifiedbaseandalloptionsvalue","UnmodifiedNumberOfOffersReceived","IsClosed","IsModified","IsTerminated","SumOfisChangeOrder","MaxOfisChangeOrder","SumOfisNewWork","MaxOfisNewWork","IsFullAndOpen","IsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","numberofoffersreceived","multipleorsingleawardidc","AwardOrIDVcontractactiontype","UnmodifiedCurrentCompletionDate","UnmodifiedUltimateCompletionDate","UnmodifiedLastDateToOrder","MajorCommandID","simplearea"
1153547,NA,"2008-03-17","2007-04-30",31,195435968,0,0,2002,2007,0,"","F0863502C0046",NA,NA,23356,"","5700","",NA,NA,"J","","","",NA,"True",NA,NA,195435968,"2001-12-17 00:00:00.0000000","2007-03-01 00:00:00.0000000",0,0,0,195313968,0,0,122000,0,0,NA,0,1,0,0,0,29,1,1,1,NA,NA,5,NA,"Definitive Contract","2009-03-31 00:00:00.0000000","","","ORG-2825","Products"
24768981,NA,"2007-04-09","2007-04-09",12,5663250,5663250,5663250,2006,2006,1,"W912D105A0035","0037",NA,NA,429438,"","2100","W912D1",NA,NA,"J","000","","A",NA,"True",NA,NA,5663250,"2006-04-09 00:00:00.0000000","2006-04-09 00:00:00.0000000",0,0,0,0,0,0,5663250,5663250,5663250,3,0,0,0,0,0,0,0,1,1,NA,NA,3,"SINGLE AWARD","Indefinite Delivery Contract","2007-04-09 00:00:00.0000000","2007-04-09 00:00:00.0000000","","ORG-2876","Services"
11112837,NA,NA,"2004-10-25",1,29890,0,0,2004,2004,1,"GS03F0036P","FA304704F0761",NA,NA,147184,"","5700","JA03",NA,NA,"NO","000","","A",NA,"",NA,NA,29890,"2004-09-25 00:00:00.0000000","2004-09-25 00:00:00.0000000",0,0,0,0,0,0,29890,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,"MULTIPLE AWARD","Federal Supply Schedule","2004-10-25 00:00:00.0000000","","","ORG-2843","Products"
7983832,NA,"2011-01-17","2011-01-17",46,446813129.95,0,0,2005,2010,0,"","W58RGZ05C0234",NA,NA,23356,"","2100","W58RGZ",NA,NA,"","000","","A",NA,"False",NA,NA,446813129.95,"2005-07-29 00:00:00.0000000","2010-09-07 00:00:00.0000000",370071,0,0,153954844.95,0,0,25662497,0,0,NA,1,1,1,5,1,19,1,1,1,NA,NA,2,NA,"Definitive Contract","2008-09-30 00:00:00.0000000","2008-09-30 00:00:00.0000000","","ORG-2877","R&D"
24807945,NA,"2005-02-04","2005-02-04",9,96547762.62,0,0,2004,2012,1,"W912ER04D0010","0001",NA,NA,148124,"","2100","W912ER",NA,NA,"R","000","FAIR","A",NA,"False",NA,NA,96547762.62,"2004-02-06 00:00:00.0000000","2012-04-02 00:00:00.0000000",71843409,0,0,0,0,0,33078193,0,0,NA,0,1,0,7,1,0,0,0,1,NA,NA,30,"MULTIPLE AWARD","Indefinite Delivery Contract","2005-02-04 00:00:00.0000000","","","ORG-2872","Services"
3399474,NA,"2012-06-30","2012-06-30",3,210665,210665,210665,2012,2012,0,"","N4044212P1012",NA,NA,23356,"","1700","N40442",NA,NA,"J","000","","F",NA,"True",NA,NA,210665,"2012-01-10 00:00:00.0000000","2012-06-12 00:00:00.0000000",0,0,0,0,0,0,210665,210665,210665,NA,0,1,0,0,0,0,0,0,1,NA,NA,2,NA,"Purchase Order","2012-05-15 00:00:00.0000000","2012-05-15 00:00:00.0000000","","ORG-2939","Products"
9125135,NA,"2008-02-07","2008-02-07",12,146114525.93,146114525.93,158886675.93,2007,2009,1,"DAAB0700DE252","0093",NA,NA,358802,"","2100","W15P7T",NA,NA,"","000","","A",NA,"",NA,NA,146114525.93,"2007-03-30 00:00:00.0000000","2009-01-20 00:00:00.0000000",13930347,13930347,13930347,104030278.93,104030278.93,104030278.93,12772150,12772150,25544300,NA,0,1,0,1,1,8,1,1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract","2007-04-28 00:00:00.0000000","2007-12-28 00:00:00.0000000","","ORG-2877","Services"
19056843,NA,"2012-04-30","2012-04-30",5,331657.96,331657.96,331657.96,2011,2012,1,"N4425505D7100","0869",NA,NA,307280,"","1700","N44255",NA,NA,"J","000","","D",NA,"True",NA,NA,331657.96,"2011-08-17 00:00:00.0000000","2012-03-12 00:00:00.0000000",14924.18,14924.18,14924.18,117989.19,117989.19,117989.19,198744.59,198744.59,198744.59,NA,0,1,0,1,1,3,1,0,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract","2011-12-14 00:00:00.0000000","2011-12-14 00:00:00.0000000","","ORG-2940","Services"
18632104,NA,"2013-03-24","2013-03-24",18,281632285.075,283670894.7,283670894.7,2008,2013,1,"M6785408D7036","0001",NA,NA,191883,"","1700","M67854",NA,NA,"","000","","A",NA,"True",NA,NA,281632285.075,"2008-03-25 00:00:00.0000000","2013-01-08 00:00:00.0000000",10497864,10497864,10497864,0,0,0,132893640,132893640,132893640,NA,0,1,0,1,1,0,0,1,1,NA,NA,4,"SINGLE AWARD","Indefinite Delivery Contract","2008-08-01 00:00:00.0000000","2008-08-01 00:00:00.0000000","","ORG-2943","Products"
18686718,NA,"2012-03-30","2012-03-30",4,2499150,2499150,2499150,2010,2011,1,"N0002409D5212","0008",NA,NA,282302,"","1700","N00024",NA,NA,"J","000","","D",NA,"True",NA,NA,2499150,"2010-07-12 00:00:00.0000000","2011-09-19 00:00:00.0000000",0,0,0,4716,4716,4716,2494434,2494434,2494434,NA,0,1,0,0,0,1,1,0,1,NA,NA,6,"SINGLE AWARD","Indefinite Delivery Contract","2011-07-29 00:00:00.0000000","2011-07-29 00:00:00.0000000","","ORG-2941","Products"
19371044,NA,"2012-04-05","2012-04-05",2,74993,74993,74993,2011,2011,1,"N6600109D0021","0027",NA,NA,73560,"","1700","N66001",NA,NA,"U","000","FAIR","A",NA,"False",NA,NA,74993,"2011-04-06 00:00:00.0000000","2011-09-14 00:00:00.0000000",0,0,0,0,0,0,74993,74993,74993,NA,0,1,0,0,0,0,0,0,1,NA,NA,2,"MULTIPLE AWARD","Indefinite Delivery Contract","2012-04-14 00:00:00.0000000","2012-04-14 00:00:00.0000000","","ORG-2944","Services"
10099996,NA,"2009-07-31","2009-07-31",11,31372004,31524385,31524385,2008,2011,1,"FA875007D0185","0004",NA,NA,298075,"","5700","FA8750",NA,NA,"U","000","","A",NA,"False",NA,NA,31372004,"2008-04-10 00:00:00.0000000","2011-04-21 00:00:00.0000000",0,0,0,3e+05,2221956,2221956,28013150,29302429,29302429,NA,0,1,0,0,0,3,1,1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract","2009-01-31 00:00:00.0000000","2009-01-31 00:00:00.0000000","","ORG-2825","R&D"
10066309,NA,"2007-09-30","2007-09-30",2,266177,0,0,2006,2007,1,"FA820106D0015","0005",NA,NA,215618,"","5700","FA8201",NA,NA,"S","000","","A",NA,"False",NA,NA,266177,"2006-09-06 00:00:00.0000000","2007-02-15 00:00:00.0000000",0,0,0,0,0,0,150000,0,0,NA,0,1,0,0,0,0,0,1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract","2007-09-30 00:00:00.0000000","","","ORG-2825","Services"
18800750,NA,"2011-01-31","2011-01-31",67,184511546,0,0,2005,2011,1,"N0017804D4026","EH01",NA,NA,423489,"","1700","N00024",NA,NA,"","000","FAIR","A",NA,"False",NA,NA,184511546,"2005-09-01 00:00:00.0000000","2011-09-30 00:00:00.0000000",0,0,0,0,0,0,120139,0,0,NA,0,1,0,0,0,0,0,0,1,NA,NA,4,"MULTIPLE AWARD","Indefinite Delivery Contract","2005-09-30 00:00:00.0000000","2009-03-31 00:00:00.0000000","","ORG-2941","Services"
8318768,NA,"2007-03-21","2007-03-21",14,82437290,0,0,2004,2007,0,"","W912DS04C0022",NA,NA,23356,"","2100","W912DS",NA,NA,"J","000","","A",NA,"True",NA,NA,82437290,"2004-09-29 00:00:00.0000000","2007-02-06 00:00:00.0000000",579000,0,0,269290,0,0,44031091,0,0,NA,0,1,0,1,1,11,1,1,1,NA,NA,6,NA,"Definitive Contract","2007-03-21 00:00:00.0000000","","","ORG-2872","Services"
501163,NA,"2013-09-30","2013-09-30",424,3512885589.33,0,0,2004,2013,0,"","DAAH2303C0345",NA,NA,23356,"","2100","",NA,NA,"S","000","","A",NA,"False",NA,NA,3512885589.33,"2003-10-01 00:00:00.0000000","2013-09-26 00:00:00.0000000",525115.7,0,0,96469384.86,0,0,0,0,0,NA,0,1,0,7,1,52,1,1,1,NA,NA,3,NA,"Definitive Contract","2003-12-30 00:00:00.0000000","2003-12-30 00:00:00.0000000","","ORG-2877","Services"
19359165,NA,NA,"2006-09-30",2,229458,0,0,2005,2005,1,"N6600102D5013","0420",NA,NA,345328,"","1700","N66001",NA,NA,"U","000","","A",NA,"False",NA,NA,229458,"2005-01-13 00:00:00.0000000","2005-06-17 00:00:00.0000000",0,0,0,0,0,0,180970,0,0,NA,0,1,0,0,0,0,0,1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract","2005-09-30 00:00:00.0000000","","","ORG-2944","Services"
20421041,NA,NA,"2006-10-30",1,231373503,0,0,2005,2005,1,"SP060005D0510","9072",NA,NA,402697,"","97AS","SP0600",NA,NA,"K","000","","A",NA,"True",NA,NA,231373503,"2005-09-13 00:00:00.0000000","2005-09-13 00:00:00.0000000",0,0,0,0,0,0,231373503,0,0,17,0,0,0,0,0,0,0,1,1,NA,NA,17,"SINGLE AWARD","Indefinite Delivery Contract","2006-10-30 00:00:00.0000000","","","ORG-2775","Products"
24817221,NA,"2013-03-22","2013-03-22",6,5501485,5501485,5501485,2011,2013,1,"W912HN08D0031","EC01",NA,NA,133669,"","2100","W912DW",NA,NA,"J","000","FAIR","D",NA,"True",NA,NA,5501485,"2011-04-14 00:00:00.0000000","2013-03-07 00:00:00.0000000",0,0,0,20891,20891,20891,5480594,5480594,5480594,NA,0,1,0,0,0,5,1,0,1,NA,NA,4,"MULTIPLE AWARD","Indefinite Delivery Contract","2012-10-31 00:00:00.0000000","2012-10-31 00:00:00.0000000","","ORG-2872","Services"
2943655,NA,"2013-06-13","2012-03-31",1588,23411128946.9887,18961239690.8701,20180478767.4201,2003,2013,0,"","MDA90603C0010",NA,NA,23356,"","","",NA,NA,"","000","","A",NA,"",NA,NA,23411128946.9887,"2003-08-27 00:00:00.0000000","2013-06-12 00:00:00.0000000",88654067.37,10584195955.5,9393659162.54,6227963956.11,6273565047.72,8396641648.11,2713311,2713311,2058582140,NA,1,1,1,450,1,97,1,1,1,NA,NA,2,NA,"Definitive Contract","2009-03-31 00:00:00.0000000","2009-03-31 00:00:00.0000000","","","Services"
24750955,NA,"2013-09-24","2013-09-24",2,6842313.5362,6842313.5362,6842313.5362,2011,2013,1,"W912BV09D1003","0007",NA,NA,349523,"","2100","W912BV",NA,NA,"J","000","","D",NA,"True",NA,NA,6842313.5362,"2011-09-24 00:00:00.0000000","2013-02-20 00:00:00.0000000",0,0,0,-512723.0938,-512723.0938,-512723.0938,7355036.63,7355036.63,7355036.63,NA,0,1,0,0,0,1,1,0,1,NA,NA,9,"SINGLE AWARD","Indefinite Delivery Contract","2013-09-24 00:00:00.0000000","2013-09-24 00:00:00.0000000","","ORG-2872","Services"
9125164,NA,"2012-12-28","2012-12-28",25,207538815.15,207538815.15,207538815.15,2010,2012,1,"DAAB0700DE252","0123",NA,NA,358802,"","2100","W91QUZ",NA,NA,"J","000","","A",NA,"True",NA,NA,207538815.15,"2010-09-10 00:00:00.0000000","2012-08-22 00:00:00.0000000",5421934.01,5421934.01,5421934.01,12837513,12837513,-15806750.7,6792708,6792708,35396473,NA,0,1,0,2,1,4,1,1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract","2011-09-30 00:00:00.0000000","2011-12-28 00:00:00.0000000","","ORG-2877","Services"
8265433,NA,"2011-09-30","2011-09-30",17,94032280.91,120560810.9,137620535.9,2009,2012,0,"","W912BU09C0008",NA,NA,23356,"","2100","W912BU",NA,NA,"J","000","","D",NA,"True",NA,NA,94032280.91,"2008-12-19 00:00:00.0000000","2011-09-12 00:00:00.0000000",11084166.45,11084166.45,11084166.45,50429659.06,34737064.06,34737064.06,14169175.58,56390300.57,73450025.57,NA,0,1,0,2,1,9,1,0,1,0,0,2,NA,"Definitive Contract","2009-03-31 00:00:00.0000000","2009-12-31 00:00:00.0000000","","ORG-2872","Services"
17002602,NA,NA,"2001-07-31",1,99971,0,0,2001,2001,1,"GS28F8021H","DADW3601F0076",NA,NA,376194,"","2100","DW36",NA,NA,"NO","1000","","A",NA,"",NA,NA,99971,"2001-06-25 00:00:00.0000000","2001-06-25 00:00:00.0000000",0,0,0,0,0,0,99971,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,"MULTIPLE AWARD","Federal Supply Schedule","2001-07-31 00:00:00.0000000","","","ORG-2856","Products"
8441473,NA,"2012-02-29","2012-02-29",16,13668321.12,13668321.12,13668321.12,2009,2012,0,"","W912P809C0105",NA,NA,23356,"","2100","W912P8",NA,NA,"J","000","","A",NA,"True",NA,NA,13668321.12,"2009-08-21 00:00:00.0000000","2012-03-07 00:00:00.0000000",1737569.62,1737569.62,1737569.62,0,0,0,12309991,12309991,12309991,NA,0,1,0,7,1,1,1,1,1,NA,NA,13,NA,"Definitive Contract","2011-02-24 00:00:00.0000000","2011-02-24 00:00:00.0000000","","ORG-2872","Services"
18109580,NA,"2012-02-28","2012-02-28",1,2620412.6,2620412.6,2620412.6,2011,2011,1,"GS35F5847H","H9222211F0022",NA,NA,70251,"","97ZS","H92222",NA,NA,"J","000","FAIR","A",NA,"True",NA,NA,2620412.6,"2011-02-22 00:00:00.0000000","2011-02-22 00:00:00.0000000",0,0,0,0,0,0,2620412.6,2620412.6,2620412.6,1,0,0,0,0,0,0,0,0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule","2012-02-28 00:00:00.0000000","2012-02-28 00:00:00.0000000","","","Products"
20588193,NA,"2010-01-20","2010-01-20",1,2061412,2061412,2061412,2009,2009,1,"SPM10005D0421","0025",NA,NA,367223,"","97AS","SPM100",NA,NA,"J","000","FAIR","D",NA,"True",NA,NA,2061412,"2009-08-20 00:00:00.0000000","2009-08-20 00:00:00.0000000",0,0,0,0,0,0,2061412,2061412,2061412,31,0,0,0,0,0,0,0,0,1,NA,NA,31,"MULTIPLE AWARD","Indefinite Delivery Contract","2010-01-20 00:00:00.0000000","2010-01-20 00:00:00.0000000","","ORG-2790","Products"
8488980,NA,"2012-11-30","2012-11-30",4,16764412,16764412,16764412,2009,2012,0,"","W912QR09C0093",NA,NA,23356,"","2100","W912QR",NA,NA,"J","000","","A",NA,"True",NA,NA,16764412,"2009-09-28 00:00:00.0000000","2012-05-08 00:00:00.0000000",0,0,0,177412,177412,177412,16587000,16587000,16587000,NA,0,1,0,0,0,2,1,1,1,NA,NA,8,NA,"Definitive Contract","2011-06-15 00:00:00.0000000","2011-06-15 00:00:00.0000000","","ORG-2872","Services"
9421178,NA,"2007-09-14","2007-09-14",4,3594566.18,3594566.18,3594566.18,2006,2011,1,"DASG6002D0006","0181",NA,NA,351405,"","","",NA,NA,"U","CAA","","A",NA,"False",NA,NA,3594566.18,"2006-09-28 00:00:00.0000000","2011-09-12 00:00:00.0000000",0,0,0,0,0,0,3608225,3608225,3608225,NA,0,1,0,0,0,0,0,1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract","2007-09-14 00:00:00.0000000","2007-09-14 00:00:00.0000000","","ORG-2871","R&D"
24577986,NA,"2013-06-12","2013-06-12",4,3371096,3371096,3371096,2011,2012,1,"W58RGZ07D0099","0035",NA,NA,113124,"","5700","FA8625",NA,NA,"J","000","","A",NA,"True",NA,NA,3371096,"2010-12-16 00:00:00.0000000","2012-06-11 00:00:00.0000000",0,0,0,0,0,0,3371096,3371096,3371096,NA,0,1,0,0,0,1,1,1,1,NA,NA,4,"SINGLE AWARD","Indefinite Delivery Contract","2011-10-10 00:00:00.0000000","2011-10-10 00:00:00.0000000","","ORG-2825","Products"
618110,NA,"2012-05-01","2012-05-01",109,137063619.61,0,0,2003,2012,0,"","DAPC4902C0009",NA,NA,23356,"","2100","",NA,NA,"","000","","A",NA,"True",NA,NA,137063619.61,"2003-05-06 00:00:00.0000000","2012-05-01 00:00:00.0000000",18847333,0,0,45091902.25,0,0,3150000,0,0,NA,1,1,0,14,1,27,1,1,1,NA,NA,1,NA,"Definitive Contract","2004-05-31 00:00:00.0000000","2004-05-31 00:00:00.0000000","","","Services"
3083909,NA,"2012-09-30","2012-09-30",37,168373480,168373480,168373480,2008,2013,0,"","N0017308C2074",NA,NA,23356,"","1700","N00173",NA,NA,"U","000","","A",NA,"False",NA,NA,168373480,"2008-07-22 00:00:00.0000000","2013-06-17 00:00:00.0000000",2574599,14511885,14511885,0,0,0,27778538,153511595,153511595,NA,0,1,0,8,1,0,0,1,1,NA,NA,3,NA,"Definitive Contract","2011-01-21 00:00:00.0000000","2011-01-21 00:00:00.0000000","","ORG-2945","R&D"
19749569,NA,"2009-09-30","2009-09-30",5,4446393,4446393,4446393,2008,2009,1,"SP010302A0002","8530",NA,NA,247902,"","97AS","",NA,NA,"J","000","","A",NA,"True",NA,NA,4446393,"2007-11-01 00:00:00.0000000","2009-03-16 00:00:00.0000000",0,0,0,4446393,4446393,4446393,0,0,0,0,0,1,0,0,0,4,1,1,1,NA,NA,0,"SINGLE AWARD","Indefinite Delivery Contract","2008-03-31 00:00:00.0000000","2008-03-31 00:00:00.0000000","","ORG-2791","Services"
24604165,NA,"2013-04-20","2013-04-20",8,5313390.69,5684237,5684237,2007,2013,1,"W9113M06D0001","0112",NA,NA,157732,"","2100","W9113M",NA,NA,"2","CAA","","D",NA,"",NA,NA,5313390.69,"2007-07-20 00:00:00.0000000","2013-04-01 00:00:00.0000000",0,0,0,0,0,0,3e+05,382520,382520,NA,0,1,0,0,0,0,0,0,1,NA,NA,9,"SINGLE AWARD","Indefinite Delivery Contract","2007-08-31 00:00:00.0000000","2007-08-31 00:00:00.0000000","","ORG-2871","Services"
18501016,NA,"2012-04-30","2012-04-30",153,7780816.53,7780816.53,7780816.53,2012,2012,1,"HTC71110DW004","9107",NA,NA,41747,"","9776","HTC711",NA,NA,"K","000","FAIR","A",NA,"True",NA,NA,7780816.53,"2012-04-30 00:00:00.0000000","2012-04-30 00:00:00.0000000",0,0,0,0,0,0,7780816.53,7780816.53,7780816.53,9,0,0,0,0,0,0,0,0,1,NA,NA,9,"MULTIPLE AWARD","Indefinite Delivery Contract","2012-04-30 00:00:00.0000000","2012-04-30 00:00:00.0000000","","","Services"
9120864,NA,"2012-12-31","2012-12-31",57,4609561500.42,0,0,2005,2013,1,"DAAA0902D0007","0089",NA,NA,281344,"","2100","W52P1J",NA,NA,"","000","","A",NA,"",NA,NA,4609561500.42,"2005-05-01 00:00:00.0000000","2013-06-04 00:00:00.0000000",0,0,0,107916411.96,0,0,1.35e+08,0,0,NA,0,1,0,0,0,8,1,1,1,NA,NA,3,"SINGLE AWARD","Indefinite Delivery Contract","2011-09-30 00:00:00.0000000","2011-09-30 00:00:00.0000000","","ORG-2877","Services"
18251510,NA,"2007-06-30","2007-06-30",1931,36443103.12,36443103.12,6e+07,2007,2007,1,"HDEC0207D0001","7006",NA,NA,80596,"","97AZ","HDEC02",NA,NA,"J","000","","A",NA,"True",NA,NA,36443103.12,"2007-04-01 00:00:00.0000000","2007-04-01 00:00:00.0000000",0,0,0,0,0,0,36443103.12,36443103.12,6e+07,3,0,0,0,0,0,0,0,1,1,NA,NA,3,"SINGLE AWARD","Indefinite Delivery Contract","2007-06-30 00:00:00.0000000","2007-06-30 00:00:00.0000000","","","Products"
