"systemequipmentcode","CSIScontractID","SumOfnumberOfActions","SumofObligatedAmount","SumOfbaseandexercisedoptionsvalue","Sumofbaseandalloptionsvalue","StartFiscal_Year","maxoffiscal_year","IsIDV","idvpiid","piid","ContractLabelID","hyphenatedIDVpiid","CSISidvpiidID","IsPerformanceBasedLogistics","ContractingAgencyID","ContractingOfficeID","MajorCommandID","FundingAgencyID","FundingOfficeID","TypeOfContractPricing","systemequipmentcode2","statutoryexceptiontofairopportunity","extentcompeted","IsCostBased","IsFixedPrice","IsIncentive","contractactiontype","ObligatedAmount","MinOfEffectiveDate","MaxOfEffectiveDate","SumOfUnmodifiedobligatedAmount","SumOfUnmodifiedbaseandexercisedoptionsvalue","SumOfUnmodifiedbaseandalloptionsvalue","UnmodifiedNumberOfOffersReceived","IsClosed","IsModified","IsTerminated","SumOfisChangeOrder","MaxOfisChangeOrder","SumOfisNewWork","MaxOfisNewWork","LastSignedLastDateToOrder","LastUltimateCompletionDate","LastCurrentCompletionDate","ChangeOrderObligatedAmount","ChangeOrderBaseAndExercisedOptionsValue","ChangeOrderBaseAndAllOptionsValue","NewWorkObligatedAmount","NewWorkBaseAndExercisedOptionsValue","NewWorkBaseAndAllOptionsValue","IsFullAndOpen","IsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","numberofoffersreceived","multipleorsingleawardidc","AwardOrIDVcontractactiontype"
"198","3242908","1","179444","0","0","2004","2004","0","","N0038304CH013","NA","","23356","","1700","JA10D","NA","NA","NA","J","198","","D","NA","True","NA","NA","179444","2004-03-08 00:00:00.0000000","2004-03-08 00:00:00.0000000","179444","0","0","2","0","0","0","0","0","0","0","NA","NA","2004-12-23","0","0","0","0","0","0",0,1,1,0,2,NA,"Definitive Contract"
"180","3054731","2","3250","3250","3250","2008","2008","0","","N0016408P0325","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","3250","2007-12-20 00:00:00.0000000","2008-03-07 00:00:00.0000000","1750","1750","1750","NA","0","1","0","0","0","0","0","NA","2008-01-03","2008-01-03","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"180","18715113","1","36240","0","0","2004","2004","1","N0010403G0300","5026","NA","","218774","","1700","JA118","NA","NA","NA","J","180","","C","NA","True","NA","NA","36240","2003-10-28 00:00:00.0000000","2003-10-28 00:00:00.0000000","36240","0","0","1","0","0","0","0","0","0","0","NA","NA","2005-04-20","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"198","3557171","3","1010451","0","0","2003","2004","0","","N6817103C4003","NA","","23356","","1700","NJ10C","NA","NA","NA","J","","","C","NA","True","NA","NA","1010451","2002-12-13 00:00:00.0000000","2004-05-13 00:00:00.0000000","403600","0","0","NA","0","1","0","0","0","0","0","NA","NA","2004-09-30","0","0","0","0","0","0",0,0,1,0,1,NA,"Definitive Contract"
"1AII","9209849","1","43110","0","0","2003","2003","1","DAAH2303D0208","0001","NA","","321888","","2100","AH23","NA","NA","NA","J","1AII","","C","NA","True","NA","NA","43110","2003-03-04 00:00:00.0000000","2003-03-04 00:00:00.0000000","43110","0","0","1","0","0","0","0","0","0","0","NA","NA","2007-03-15","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3049802","2","19080","0","0","2006","2006","0","","N0016406P0288","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","19080","2005-12-01 00:00:00.0000000","2005-12-01 00:00:00.0000000","10740","0","0","NA","0","1","0","0","0","0","0","NA","NA","2006-01-30","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"515","17908201","1","45346.27","45346.27","45346.27","2010","2010","1","GS35F4076D","M6785410F0008","NA","","197245","","1700","M67854","NA","NA","NA","J","515","FAIR","A","NA","True","NA","NA","45346.27","2010-01-14 00:00:00.0000000","2010-01-14 00:00:00.0000000","45346.27","45346.27","45346.27","4","0","0","0","0","0","0","0","NA","2010-12-18","2010-12-18","0","0","0","0","0","0",0,1,NA,NA,4,"MULTIPLE AWARD","Federal Supply Schedule"
"301","24543400","3","581965.47","0","0","2005","2010","1","W56HZV04A0005","0054","NA","","255684","","2100","W56HZV","NA","NA","NA","Y","301","","A","NA","False","NA","NA","581965.47","2005-04-27 00:00:00.0000000","2010-07-02 00:00:00.0000000","639934","0","0","NA","0","1","0","0","0","0","0","NA","2006-03-31","2006-03-31","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3050217","1","6280","0","0","2006","2006","0","","N0016406P0794","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","6280","2006-03-07 00:00:00.0000000","2006-03-07 00:00:00.0000000","6280","0","0","1","0","0","0","0","0","0","0","NA","NA","2006-05-26","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"374","17911566","1","4152","4152","4152","2007","2007","1","GS35F4076D","N0017807F3804","NA","","197245","","1700","N00178","NA","NA","NA","J","374","","A","NA","True","NA","NA","4152","2007-09-18 00:00:00.0000000","2007-09-18 00:00:00.0000000","4152","4152","4152","3","0","0","0","0","0","0","0","NA","2007-10-18","2007-10-18","0","0","0","0","0","0",0,1,NA,NA,3,"MULTIPLE AWARD","Federal Supply Schedule"
"180","18027177","1","3098","0","0","2005","2005","1","GS35F4565G","N0016405F0023","NA","","247608","","1700","N00164","NA","NA","NA","NO","180","","A","NA","","NA","NA","3098","2004-10-25 00:00:00.0000000","2004-10-25 00:00:00.0000000","3098","0","0","1","0","0","0","0","0","0","0","NA","NA","2004-11-19","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"198","18983164","71","2296","0","0","2005","2005","1","N0060400A0029","53AA","NA","","393416","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","2296","2005-03-16 00:00:00.0000000","2005-03-16 00:00:00.0000000","2296","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-28","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","17953248","1","195310","0","0","2004","2004","1","GS35F4194D","N0014004F0061","NA","","166122","","1700","RA13A","NA","NA","NA","NO","198","","A","NA","","NA","NA","195310","2003-10-22 00:00:00.0000000","2003-10-22 00:00:00.0000000","195310","0","0","0","0","0","0","0","0","0","0","NA","NA","2003-11-04","0","0","0","0","0","0",0,1,NA,NA,0,"MULTIPLE AWARD","Federal Supply Schedule"
"180","3057064","1","19297.93","19298.45","19298.45","2009","2009","0","","N0016409P0796","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","19297.93","2009-06-18 00:00:00.0000000","2009-06-18 00:00:00.0000000","19297.93","19298.45","19298.45","14","0","0","0","0","0","0","0","NA","2009-08-02","2009-08-02","0","0","0","0","0","0",1,1,NA,NA,14,NA,"Purchase Order"
"180","3051010","4","2775","2775","2775","2006","2006","0","","N0016406P1720","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","2775","2006-07-12 00:00:00.0000000","2006-08-24 00:00:00.0000000","405","405","405","NA","0","1","0","0","0","0","0","NA","2006-08-04","2006-08-04","0","0","0","0","0","0",1,1,NA,NA,3,NA,"Purchase Order"
"198","19220882","1","19880","0","0","2006","2006","1","N6264903D0008","LE10","NA","","116077","","1700","N32778","NA","NA","NA","J","198","","A","NA","True","NA","NA","19880","2006-03-15 00:00:00.0000000","2006-03-15 00:00:00.0000000","19880","0","0","3","0","0","0","0","0","0","0","NA","NA","2006-03-25","0","0","0","0","0","0",1,1,NA,NA,3,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18983977","1","983","0","0","2005","2005","1","N0060404A0001","60AA","NA","","407185","","1700","N00604","NA","NA","NA","J","198","","B","NA","True","NA","NA","983","2005-03-01 00:00:00.0000000","2005-03-01 00:00:00.0000000","983","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-15","0","0","0","0","0","0",0,0,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"515","2933259","1","61146","61146","61146","2008","2008","0","","M6785408P0051","NA","","23356","","1700","M67854","NA","NA","NA","J","515","","D","NA","True","NA","NA","61146","2008-09-25 00:00:00.0000000","2008-09-25 00:00:00.0000000","61146","61146","61146","7","0","0","0","0","0","0","0","NA","2009-09-22","2009-09-22","0","0","0","0","0","0",0,1,NA,NA,7,NA,"Purchase Order"
"180","3049221","1","3775","0","0","2005","2005","0","","N0016405P2218","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","3775","2005-09-26 00:00:00.0000000","2005-09-26 00:00:00.0000000","3775","0","0","3","0","0","0","0","0","0","0","NA","NA","2005-11-10","0","0","0","0","0","0",1,1,NA,NA,3,NA,"Purchase Order"
"301","24583168","1","30000","30000","30000","2005","2005","1","W74V8H04D0002","0006","NA","","284649","","2100","W74V8H","NA","NA","NA","J","301","","A","NA","True","NA","NA","30000","2005-07-27 00:00:00.0000000","2005-07-27 00:00:00.0000000","30000","30000","30000","1","0","0","0","0","0","0","0","NA","2006-02-09","2006-02-09","0","0","0","0","0","0",1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract"
"515","17712893","1","15089.9","15089.9","15089.9","2009","2009","1","GS35F0330J","M6785409F0028","NA","","7878","","1700","M67854","NA","NA","NA","J","515","FAIR","A","NA","True","NA","NA","15089.9","2009-08-31 00:00:00.0000000","2009-08-31 00:00:00.0000000","15089.9","15089.9","15089.9","2","0","0","0","0","0","0","0","NA","2010-08-31","2010-08-31","0","0","0","0","0","0",0,1,NA,NA,2,"MULTIPLE AWARD","Federal Supply Schedule"
"198","19220859","1","4853","0","0","2005","2005","1","N6264903D0008","L341","NA","","116077","","1700","N32778","NA","NA","NA","J","198","","A","NA","True","NA","NA","4853","2005-03-10 00:00:00.0000000","2005-03-10 00:00:00.0000000","4853","0","0","3","0","0","0","0","0","0","0","NA","NA","2005-04-13","0","0","0","0","0","0",1,1,NA,NA,3,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3055000","1","3018","3018","3018","2008","2008","0","","N0016408P0611","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","3018","2008-02-29 00:00:00.0000000","2008-02-29 00:00:00.0000000","3018","3018","3018","2","0","0","0","0","0","0","0","NA","2008-03-28","2008-03-28","0","0","0","0","0","0",1,1,NA,NA,2,NA,"Purchase Order"
"198","10603392","3","0","40350","40350","2006","2007","1","GS02F0111P","N0042106F0429","NA","","216164","","1700","N00421","NA","NA","NA","J","198","","A","NA","True","NA","NA","0","2006-09-29 00:00:00.0000000","2006-10-10 00:00:00.0000000","0","40350","40350","NA","0","1","0","0","0","0","0","NA","2006-11-28","2006-11-28","0","0","0","0","0","0",0,1,NA,NA,14,"MULTIPLE AWARD","Federal Supply Schedule"
"198","18982995","1","1385","0","0","2005","2005","1","N0060400A0019","14AB","NA","","15742","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","1385","2005-03-16 00:00:00.0000000","2005-03-16 00:00:00.0000000","1385","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-31","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"197","18802021","18","5701144","13523929","22999927","2012","2013","1","N0017804D4129","0003","NA","","315130","","1700","N00178","NA","NA","NA","U","197","FAIR","A","NA","False","NA","NA","5701144","2012-06-26 00:00:00.0000000","2013-09-25 00:00:00.0000000","163000","6948731","22999927","NA","0","1","0","2","1","3","1","NA","2015-06-26","2014-06-26","126974","0","0","1946271","6575198","0",0,1,NA,NA,3,"MULTIPLE AWARD","Indefinite Delivery Contract"
"3AFB","3424684","1","83117","0","0","2000","2000","0","","N6133900P0487","NA","","23356","","1700","A8300","NA","NA","NA","J","3AFB","","C","NA","True","NA","NA","83117","2000-08-24 00:00:00.0000000","2000-08-24 00:00:00.0000000","83117","0","0","2","0","0","0","0","0","0","0","NA","NA","2001-03-30","0","0","0","0","0","0",0,0,NA,NA,2,NA,"Purchase Order"
"180","16600717","3","77756","77756","77756","2007","2007","1","GS23F0071L","N0016407F0074","NA","","436626","","1700","N00164","NA","NA","NA","J","180","ONE","A","NA","True","NA","NA","77756","2006-11-21 00:00:00.0000000","2007-04-18 00:00:00.0000000","95310","95310","95310","NA","0","1","0","0","0","0","0","NA","2007-06-16","2007-06-16","0","0","0","0","0","0",0,0,0,0,1,"MULTIPLE AWARD","Federal Supply Schedule"
"515","2932071","2","11535","0","0","2005","2009","0","","M6785405M0056","NA","","23356","","1700","M67854","NA","NA","NA","J","515","","C","NA","True","NA","NA","11535","2005-08-23 00:00:00.0000000","2008-12-23 00:00:00.0000000","12435","0","0","NA","0","1","0","0","0","0","0","NA","2006-06-06","2006-06-06","0","0","0","0","0","0",0,0,NA,NA,1,NA,"Purchase Order"
"180","3054608","2","13700","13700","13700","2008","2008","0","","N0016408P0195","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","13700","2007-11-20 00:00:00.0000000","2007-12-05 00:00:00.0000000","14000","14000","14000","NA","0","1","0","0","0","0","0","NA","2007-12-14","2007-12-14","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"515","2932074","1","5691","0","0","2005","2005","0","","M6785405M0071","NA","","23356","","1700","M67854","NA","NA","NA","J","515","","A","NA","True","NA","NA","5691","2005-09-20 00:00:00.0000000","2005-09-20 00:00:00.0000000","5691","0","0","3","0","0","0","0","0","0","0","NA","NA","2006-09-30","0","0","0","0","0","0",1,1,NA,NA,3,NA,"Purchase Order"
"198","18982998","23","283","0","0","2005","2005","1","N0060400A0019","16AA","NA","","15742","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","283","2005-03-08 00:00:00.0000000","2005-03-08 00:00:00.0000000","283","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-08","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18894010","1","45200","0","0","2004","2004","1","N0038301G004H","5329","NA","","373966","","1700","JA10D","NA","NA","NA","J","198","","C","NA","True","NA","NA","45200","2004-02-27 00:00:00.0000000","2004-02-27 00:00:00.0000000","45200","0","0","1","0","0","0","0","0","0","0","NA","NA","2005-03-31","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","18781230","5","362269","0","0","2006","2007","1","N0016405D8907","0023","NA","","145965","","1700","N00164","NA","NA","NA","U","","","D","NA","False","NA","NA","362269","2006-02-03 00:00:00.0000000","2007-05-10 00:00:00.0000000","1e+05","0","0","NA","0","1","0","0","0","0","0","NA","2007-04-30","2007-04-30","0","0","0","0","0","0",0,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18984206","1","5569","0","0","2005","2005","1","N0060405A0001","34AA","NA","","222792","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","5569","2005-03-01 00:00:00.0000000","2005-03-01 00:00:00.0000000","5569","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-15","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18983393","1","1221","0","0","2005","2005","1","N0060400A0060","40AA","NA","","432523","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","1221","2005-03-01 00:00:00.0000000","2005-03-01 00:00:00.0000000","1221","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-15","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","2961320","122","3910626120.5","3928231140.5","3928231140.5","2008","2013","0","","N0001908C0028","NA","","23356","","1700","N00019","NA","NA","NA","V","198","","C","NA","False","NA","NA","3910626120.5","2008-05-14 00:00:00.0000000","2013-09-25 00:00:00.0000000","197050000","197050000","197050000","NA","0","1","0","0","0","34","1","NA","2013-12-31","2013-12-31","0","0","0","964454233","964454233","964454233",0,0,1,0,1,NA,"Definitive Contract"
"198","2961721","8","4043997152","4069578976","4101083616","2012","2013","0","","N0001912C0004","NA","","23356","","1700","N00019","NA","NA","NA","L","198","","C","NA","True","NA","NA","4043997152","2012-06-15 00:00:00.0000000","2013-09-27 00:00:00.0000000","489528000","489528000","489528000","NA","0","1","0","0","0","5","1","NA","2016-10-31","2016-10-31","0","0","0","3574572152","3600153976","3631658616",0,0,1,0,1,NA,"Definitive Contract"
"516","2965094","22","58492530","92899492","139342683","2011","2013","0","","N0002411C6293","NA","","23356","","","","NA","NA","NA","L","516","","C","NA","True","NA","NA","58492530","2010-12-29 00:00:00.0000000","2013-06-24 00:00:00.0000000","41212176","41212176","139535261","NA","0","1","0","0","0","3","1","NA","2020-01-31","2020-01-31","0","0","0","4768260","43731449","0",0,0,1,0,1,NA,"Definitive Contract"
"198","19486924","1","28983","0","0","2004","2004","1","NAS502145","N0014004F0435","NA","","389241","","1700","RA13A","NA","NA","NA","J","198","","A","NA","True","NA","NA","28983","2004-07-12 00:00:00.0000000","2004-07-12 00:00:00.0000000","28983","0","0","0","0","0","0","0","0","0","0","NA","NA","2004-08-11","0","0","0","0","0","0",0,1,NA,NA,0,"MULTIPLE AWARD","Government Wide Acquisition Contract"
"180","3050154","1","12680","0","0","2006","2006","0","","N0016406P0716","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","12680","2006-02-16 00:00:00.0000000","2006-02-16 00:00:00.0000000","12680","0","0","1","0","0","0","0","0","0","0","NA","NA","2006-06-13","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"516","18790960","5","78000","0","0","2005","2007","1","N0016703D0075","0071","NA","","253412","","1700","N00167","NA","NA","NA","U","","","A","NA","False","NA","NA","78000","2004-12-21 00:00:00.0000000","2007-02-01 00:00:00.0000000","15000","0","0","NA","0","1","0","0","0","1","1","NA","2006-09-30","2006-09-30","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","18715156","1","39095","0","0","2004","2004","1","N0010403G0300","5078","NA","","218774","","1700","JA118","NA","NA","NA","J","180","","C","NA","True","NA","NA","39095","2004-08-18 00:00:00.0000000","2004-08-18 00:00:00.0000000","39095","0","0","1","0","0","0","0","0","0","0","NA","NA","2006-02-08","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","18706543","1","22896","22896","22896","2008","2008","1","N0010401DX407","FC25","NA","","222048","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","22896","2008-02-07 00:00:00.0000000","2008-02-07 00:00:00.0000000","22896","22896","22896","1","0","0","0","0","0","0","0","NA","2008-05-07","2008-05-07","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18984226","1","508","0","0","2005","2005","1","N0060405A0001","49AA","NA","","222792","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","508","2005-03-01 00:00:00.0000000","2005-03-01 00:00:00.0000000","508","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-15","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3052381","1","3410","3410","3410","2007","2007","0","","N0016407P0348","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","3410","2006-12-14 00:00:00.0000000","2006-12-14 00:00:00.0000000","3410","3410","3410","1","0","0","0","0","0","0","0","NA","2007-01-25","2007-01-25","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"198","18983227","1","566","0","0","2005","2005","1","N0060400A0033","56AA","NA","","309435","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","566","2005-03-31 00:00:00.0000000","2005-03-31 00:00:00.0000000","566","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-31","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18662804","4","1703796","1703796","1703796","2010","2011","1","N0001909D0022","0037","NA","","420938","","1700","N00019","NA","NA","NA","Y","198","","C","NA","False","NA","NA","1703796","2010-08-04 00:00:00.0000000","2011-09-08 00:00:00.0000000","1703796","1703796","1703796","NA","0","1","0","0","0","2","1","NA","2011-12-31","2011-12-31","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18983413","1","1678","0","0","2005","2005","1","N0060400A0060","63AA","NA","","432523","","1700","N00604","NA","NA","NA","J","198","","A","NA","True","NA","NA","1678","2005-03-01 00:00:00.0000000","2005-03-01 00:00:00.0000000","1678","0","0","2","0","0","0","0","0","0","0","NA","NA","2005-03-15","0","0","0","0","0","0",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"374","18800930","74","16699813.83","253774835","504860936","2007","2013","1","N0017804D4040","HR03","NA","","133004","","1700","N61331","NA","NA","NA","","374","FAIR","A","NA","False","NA","NA","16699813.83","2006-12-12 00:00:00.0000000","2013-09-18 00:00:00.0000000","508000","10546181","22502662","NA","0","1","0","1","1","3","1","NA","2011-10-31","2011-10-31","0","0","0","910358","22502662","22502662",0,1,NA,NA,1,"MULTIPLE AWARD","Indefinite Delivery Contract"
"180","3055401","1","6500","6500","6500","2008","2008","0","","N0016408P1035","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","6500","2008-05-13 00:00:00.0000000","2008-05-13 00:00:00.0000000","6500","6500","6500","1","0","0","0","0","0","0","0","NA","2008-07-22","2008-07-22","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"515","15506592","3","476135","476135","476135","2008","2008","1","GS10F0474R","M6785408F0002","NA","","307266","","1700","M67854","NA","NA","NA","J","515","OSA","A","NA","True","NA","NA","476135","2007-10-01 00:00:00.0000000","2008-09-08 00:00:00.0000000","119040","119040","476160","NA","0","1","0","0","0","2","1","NA","2008-12-31","2008-12-31","0","0","0","357095","357095","-25",0,0,0,0,1,"MULTIPLE AWARD","Federal Supply Schedule"
"180","16671494","1","194612","194612","194612","2007","2007","1","GS24F0806A","N0016407F0102","NA","","319529","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","194612","2006-12-12 00:00:00.0000000","2006-12-12 00:00:00.0000000","194612","194612","194612","1","0","0","0","0","0","0","0","NA","2007-02-07","2007-02-07","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"180","3046682","1","99774","0","0","2004","2004","0","","N0016404M2711","NA","","23356","","1700","BW17A","NA","NA","NA","J","180","","C","NA","True","NA","NA","99774","2004-09-18 00:00:00.0000000","2004-09-18 00:00:00.0000000","99774","0","0","1","0","0","0","0","0","0","0","NA","NA","2004-11-29","0","0","0","0","0","0",0,0,NA,NA,1,NA,"Purchase Order"
"515","2932841","1","45087","45087","45087","2007","2007","0","","M6785407P0056","NA","","23356","","1700","M67854","NA","NA","NA","J","515","","D","NA","True","NA","NA","45087","2007-08-07 00:00:00.0000000","2007-08-07 00:00:00.0000000","45087","45087","45087","3","0","0","0","0","0","0","0","NA","2008-08-21","2008-08-21","0","0","0","0","0","0",0,1,NA,NA,3,NA,"Purchase Order"
"198","2960908","2","168865799","0","0","2006","2006","0","","N0001904C3002","NA","","23356","","1700","N00019","NA","NA","NA","R","198","","D","NA","False","NA","NA","168865799","2005-10-27 00:00:00.0000000","2005-10-27 00:00:00.0000000","0","0","0","NA","0","1","0","0","0","0","0","NA","NA","2005-11-18","0","0","0","0","0","0",0,1,1,0,2,NA,"Definitive Contract"
"180","3053151","1","16000","16000","16000","2007","2007","0","","N0016407P1187","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","16000","2007-05-21 00:00:00.0000000","2007-05-21 00:00:00.0000000","16000","16000","16000","0","0","0","0","0","0","0","0","NA","2007-06-18","2007-06-18","0","0","0","0","0","0",0,0,1,0,0,NA,"Purchase Order"
"198","18662807","1","83996","83996","83996","2011","2011","1","N0001909D0022","0040","NA","","420938","","1700","N00019","NA","NA","NA","Y","198","","C","NA","False","NA","NA","83996","2010-11-23 00:00:00.0000000","2010-11-23 00:00:00.0000000","83996","83996","83996","1","0","0","0","0","0","0","0","NA","2011-02-28","2011-02-28","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"198","17725683","1","6525","0","0","2004","2004","1","GS35F0348N","N0014004F0128","NA","","138542","","1700","RA13A","NA","NA","NA","NO","198","","A","NA","","NA","NA","6525","2003-12-30 00:00:00.0000000","2003-12-30 00:00:00.0000000","6525","0","0","0","0","0","0","0","0","0","0","NA","NA","2004-01-15","0","0","0","0","0","0",0,1,NA,NA,0,"MULTIPLE AWARD","Federal Supply Schedule"
"516","3478389","1","3194","3194","3194","2006","2006","0","","N6278906P0017","NA","","23356","","1700","N62789","NA","NA","NA","J","516","","D","NA","True","NA","NA","3194","2006-09-14 00:00:00.0000000","2006-09-14 00:00:00.0000000","3194","3194","3194","2","0","0","0","0","0","0","0","NA","2006-10-15","2006-10-15","0","0","0","0","0","0",0,1,NA,NA,2,NA,"Purchase Order"
"516","2964281","40","81204376","135758860","146835621","2008","2013","0","","N0002408C6297","NA","","23356","","1700","N00024","NA","NA","NA","2","516","","B","NA","","NA","NA","81204376","2008-08-01 00:00:00.0000000","2013-09-16 00:00:00.0000000","3317494","3317494","3317494","NA","0","1","0","0","0","19","1","NA","2014-11-01","2014-11-01","0","0","0","65009330","120106122","131427878",0,0,0,0,1,NA,"Definitive Contract"
"180","3051760","1","15355","15355","15355","2006","2006","0","","N0016406P2523","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","15355","2006-09-29 00:00:00.0000000","2006-09-29 00:00:00.0000000","15355","15355","15355","1","0","0","0","0","0","0","0","NA","2006-10-13","2006-10-13","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"198","3246615","1","72690","0","0","2005","2005","0","","N0038305PH083","NA","","23356","","1700","N00383","NA","NA","NA","J","198","","C","NA","True","NA","NA","72690","2005-06-06 00:00:00.0000000","2005-06-06 00:00:00.0000000","72690","0","0","1","0","0","0","0","0","0","0","NA","NA","2006-10-03","0","0","0","0","0","0",0,0,NA,NA,1,NA,"Purchase Order"
"180","16675988","2","42590.61","42590.61","42590.61","2006","2011","1","GS24F1029B","N0016406F0219","NA","","173843","","1700","N00164","NA","NA","NA","J","180","FAIR","A","NA","True","NA","NA","42590.61","2006-03-24 00:00:00.0000000","2011-05-11 00:00:00.0000000","42590.62","42590.62","42590.62","NA","1","1","0","0","0","0","0","NA","2006-04-28","2006-04-28","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"180","16671431","1","27525","0","0","2006","2006","1","GS24F0806A","N0016406F0118","NA","","319529","","1700","N00164","NA","NA","NA","NO","180","","A","NA","","NA","NA","27525","2006-01-25 00:00:00.0000000","2006-01-25 00:00:00.0000000","27525","0","0","1","0","0","0","0","0","0","0","NA","NA","2006-04-03","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"198","18658705","2","506700","506700","506700","2007","2011","1","N0001904D0009","0038","NA","","6632","","1700","N00019","NA","NA","NA","Y","198","","C","NA","False","NA","NA","506700","2007-08-30 00:00:00.0000000","2011-09-13 00:00:00.0000000","736429","736429","736429","NA","0","1","0","0","0","0","0","NA","2007-12-07","2007-12-07","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
